list-il-m,8,32,1,768,9352800,12178 
list-dl-m,8,32,1,768,5808300,7562 
list-i-s,8,32,1,768,1202800,1566 
list-d-s,8,32,1,768,1185300,1543 
list-il-s,8,32,1,768,124592600,162229 
list-dl-s,8,32,1,768,47313800,61606 
list-i-m,12,32,1,1152,1710900,1485 
list-d-m,12,32,1,1152,1339100,1162 
list-il-m,12,32,1,1152,23929800,20772 
list-dl-m,12,32,1,1152,12218300,10606 
list-i-s,12,32,1,1152,1276700,1108 
list-d-s,12,32,1,1152,3640600,3160 
list-il-s,12,32,1,1152,425268000,369156 
list-dl-s,12,32,1,1152,49839500,43263 
list-none-m,2,1000,1,6000,19834100,3305 
list-none-s,2,1000,1,6000,9348400,1558 
list-none-none,2,1000,1,6000,12217800,2036 
list-none-m,4,1000,1,12000,70726400,5893 
list-none-s,4,1000,1,12000,74213100,6184 
list-none-m,8,1000,1,24000,301226600,12551 
list-none-s,8,1000,1,24000,1236641800,51526 
list-none-m,12,1000,1,36000,715189400,19866 
list-none-s,12,1000,1,36000,1669951700,46387 
list-none-m,16,1000,1,48000,1350847300,28142 
list-none-s,16,1000,1,48000,2667825200,55579 
list-none-m,24,1000,1,72000,2897315700,40240 
list-none-s,24,1000,1,72000,5554844400,77150 
